secondary_sample_accession	study_accession	secondary_study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	submitted_ftp
11	ERS009716	PRJEB2136	ERP000190	SAMEA680196	ERX008951	ERR022524	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022524/ERR022524_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022524/ERR022524_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA015/ERA015287/srf/5224_3_nonhuman.srf
12	ERS009717	PRJEB2136	ERP000190	SAMEA680814	ERX008954	ERR022528	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022528/ERR022528_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022528/ERR022528_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA015/ERA015287/srf/5224_8_nonhuman.srf
13	ERS009718	PRJEB2136	ERP000190	SAMEA680203	ERX009102	ERR022699	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022699/ERR022699_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022699/ERR022699_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA015/ERA015356/srf/5241_7_nonhuman.srf
14	ERS009720	PRJEB2136	ERP000190	SAMEA680405	ERX007444	ERR018940	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR018/ERR018940/ERR018940_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR018/ERR018940/ERR018940_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA013/ERA013569/srf/4681_1_nonhuman.srf
15	ERS009721	PRJEB2136	ERP000190	SAMEA680402	ERX007463	ERR018972	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR018/ERR018972/ERR018972_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR018/ERR018972/ERR018972_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA013/ERA013569/srf/4854_2_nonhuman.srf
16	ERS009740	PRJEB2136	ERP000190	SAMEA680873	ERX008235	ERR020114	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR020/ERR020114/ERR020114_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR020/ERR020114/ERR020114_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA014/ERA014631/srf/5026_2_nonhuman.srf
17	ERS009744	PRJEB2136	ERP000190	SAMEA679771	ERX008947	ERR022517	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022517/ERR022517_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022517/ERR022517_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA015/ERA015287/srf/5188_6_nonhuman.srf
18	ERS009745	PRJEB2136	ERP000190	SAMEA679768	ERX008963	ERR022518	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022518/ERR022518_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022518/ERR022518_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA015/ERA015287/srf/5188_7_nonhuman.srf
19	ERS009956	PRJEB2136	ERP000190	SAMEA679593	ERX005698	ERR015395	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR015/ERR015395/ERR015395_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR015/ERR015395/ERR015395_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA009/ERA009090/srf/4319_1_nonhuman.srf
20	ERS009957	PRJEB2136	ERP000190	SAMEA679595	ERX005790	ERR015332	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR015/ERR015332/ERR015332_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR015/ERR015332/ERR015332_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA009/ERA009090/srf/4332_3_nonhuman.srf
21	ERS009958	PRJEB2136	ERP000190	SAMEA679588	ERX005733	ERR015343	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR015/ERR015343/ERR015343_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR015/ERR015343/ERR015343_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA009/ERA009090/srf/4314_1_nonhuman.srf
22	ERS009959	PRJEB2136	ERP000190	SAMEA679590	ERX005761	ERR015399	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR015/ERR015399/ERR015399_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR015/ERR015399/ERR015399_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA009/ERA009090/srf/4319_8_nonhuman.srf
23	ERS009960	PRJEB2136	ERP000190	SAMEA679985	ERX005737	ERR015426	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR015/ERR015426/ERR015426_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR015/ERR015426/ERR015426_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA009/ERA009090/srf/4319_7_nonhuman.srf
24	ERS009961	PRJEB2136	ERP000190	SAMEA679992	ERX005741	ERR015404	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR015/ERR015404/ERR015404_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR015/ERR015404/ERR015404_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA009/ERA009090/srf/4319_6_nonhuman.srf
25	ERS009962	PRJEB2136	ERP000190	SAMEA679989	ERX005701	ERR015387	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR015/ERR015387/ERR015387_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR015/ERR015387/ERR015387_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA009/ERA009090/srf/4319_5_nonhuman.srf
26	ERS009963	PRJEB2136	ERP000190	SAMEA680009	ERX005756	ERR015342	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR015/ERR015342/ERR015342_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR015/ERR015342/ERR015342_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA009/ERA009090/srf/4319_3_nonhuman.srf
27	ERS009964	PRJEB2136	ERP000190	SAMEA679978	ERX005725	ERR015413	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR015/ERR015413/ERR015413_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR015/ERR015413/ERR015413_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA009/ERA009090/srf/4319_2_nonhuman.srf
28	ERS009968	PRJEB2136	ERP000190	SAMEA679999	ERX007939	ERR019541	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR019/ERR019541/ERR019541_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR019/ERR019541/ERR019541_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA013/ERA013845/srf/4953_3_nonhuman.srf
29	ERS009969	PRJEB2136	ERP000190	SAMEA679997	ERX007946	ERR019542	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR019/ERR019542/ERR019542_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR019/ERR019542/ERR019542_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA013/ERA013845/srf/4953_5_nonhuman.srf
30	ERS010034	PRJEB2136	ERP000190	SAMEA679269	ERX007419	ERR018908	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR018/ERR018908/ERR018908_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR018/ERR018908/ERR018908_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA013/ERA013569/srf/4427_5_nonhuman.srf
31	ERS010034	PRJEB2136	ERP000190	SAMEA679269	ERX007400	ERR018906	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR018/ERR018906/ERR018906_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR018/ERR018906/ERR018906_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA013/ERA013569/srf/4362_2_nonhuman.srf
32	ERS010035	PRJEB2136	ERP000190	SAMEA680700	ERX007437	ERR018907	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR018/ERR018907/ERR018907_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR018/ERR018907/ERR018907_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA013/ERA013569/srf/4362_3_nonhuman.srf
33	ERS010035	PRJEB2136	ERP000190	SAMEA680700	ERX007458	ERR018909	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR018/ERR018909/ERR018909_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR018/ERR018909/ERR018909_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA013/ERA013569/srf/4427_6_nonhuman.srf
34	ERS010036	PRJEB2136	ERP000190	SAMEA680344	ERX005783	ERR015350	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR015/ERR015350/ERR015350_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR015/ERR015350/ERR015350_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA009/ERA009090/srf/4362_5_nonhuman.srf
35	ERS010054	PRJEB2136	ERP000190	SAMEA678946	ERX007478	ERR018918	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR018/ERR018918/ERR018918_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR018/ERR018918/ERR018918_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA013/ERA013569/srf/4583_5_nonhuman.srf
36	ERS010057	PRJEB2136	ERP000190	SAMEA678933	ERX005777	ERR015430	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR015/ERR015430/ERR015430_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR015/ERR015430/ERR015430_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA009/ERA009090/srf/4461_5_nonhuman.srf
37	ERS010058	PRJEB2136	ERP000190	SAMEA678930	ERX007432	ERR018919	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR018/ERR018919/ERR018919_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR018/ERR018919/ERR018919_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA013/ERA013569/srf/4583_6_nonhuman.srf
38	ERS010059	PRJEB2136	ERP000190	SAMEA678926	ERX007428	ERR018920	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR018/ERR018920/ERR018920_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR018/ERR018920/ERR018920_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA013/ERA013569/srf/4583_7_nonhuman.srf
39	ERS010062	PRJEB2136	ERP000190	SAMEA680567	ERX005802	ERR015419	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR015/ERR015419/ERR015419_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR015/ERR015419/ERR015419_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA009/ERA009090/srf/4469_2_nonhuman.srf
40	ERS010063	PRJEB2136	ERP000190	SAMEA680568	ERX005784	ERR015327	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR015/ERR015327/ERR015327_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR015/ERR015327/ERR015327_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA009/ERA009090/srf/4469_3_nonhuman.srf
41	ERS010064	PRJEB2136	ERP000190	SAMEA680573	ERX005730	ERR015437	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR015/ERR015437/ERR015437_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR015/ERR015437/ERR015437_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA009/ERA009090/srf/4469_5_nonhuman.srf
42	ERS010066	PRJEB2136	ERP000190	SAMEA680310	ERX005739	ERR015380	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR015/ERR015380/ERR015380_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR015/ERR015380/ERR015380_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA009/ERA009090/srf/4469_7_nonhuman.srf
43	ERS010067	PRJEB2136	ERP000190	SAMEA680312	ERX005746	ERR015401	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR015/ERR015401/ERR015401_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR015/ERR015401/ERR015401_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA009/ERA009090/srf/4469_8_nonhuman.srf
44	ERS010141	PRJEB2136	ERP000190	SAMEA680424	ERX007414	ERR018938	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR018/ERR018938/ERR018938_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR018/ERR018938/ERR018938_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA013/ERA013569/srf/4647_7_nonhuman.srf
45	ERS010155	PRJEB2136	ERP000190	SAMEA680892	ERX008237	ERR020104	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR020/ERR020104/ERR020104_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR020/ERR020104/ERR020104_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA014/ERA014631/srf/4951_6_nonhuman.srf
46	ERS010156	PRJEB2136	ERP000190	SAMEA680795	ERX008539	ERR021978	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR021/ERR021978/ERR021978_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR021/ERR021978/ERR021978_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA014/ERA014754/srf/5126_8_nonhuman.srf
47	ERS010190	PRJEB2136	ERP000190	SAMEA679811	ERX005034	ERR012812	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012812/ERR012812_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012812/ERR012812_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA008/ERA008922/srf/2213_6_nonhuman.srf
48	ERS010190	PRJEB2136	ERP000190	SAMEA679811	ERX005173	ERR012750	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012750/ERR012750_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012750/ERR012750_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA008/ERA008922/srf/2213_5_nonhuman.srf
49	ERS010213	PRJEB2136	ERP000190	SAMEA680366	ERX004890	ERR012397	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012397/ERR012397_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012397/ERR012397_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA008/ERA008674/srf/2744_5_nonhuman.srf
50	ERS010213	PRJEB2136	ERP000190	SAMEA680366	ERX004658	ERR012243	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012243/ERR012243_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012243/ERR012243_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA008/ERA008674/srf/2744_6_nonhuman.srf
51	ERS010213	PRJEB2136	ERP000190	SAMEA680366	ERX004708	ERR012438	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012438/ERR012438_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012438/ERR012438_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA008/ERA008674/srf/3072_1_nonhuman.srf
52	ERS010213	PRJEB2136	ERP000190	SAMEA680366	ERX004954	ERR012423	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012423/ERR012423_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012423/ERR012423_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA008/ERA008674/srf/3072_2_nonhuman.srf
53	ERS010213	PRJEB2136	ERP000190	SAMEA680366	ERX005056	ERR012770	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012770/ERR012770_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012770/ERR012770_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA008/ERA008922/srf/2452_7_nonhuman.srf
54	ERS010213	PRJEB2136	ERP000190	SAMEA680366	ERX005106	ERR012820	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012820/ERR012820_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012820/ERR012820_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA008/ERA008922/srf/2452_8_nonhuman.srf
55	ERS010214	PRJEB2136	ERP000190	SAMEA680361	ERX005225	ERR012734	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012734/ERR012734_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012734/ERR012734_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA008/ERA008922/srf/2436_3_nonhuman.srf
56	ERS010214	PRJEB2136	ERP000190	SAMEA680361	ERX005039	ERR012757	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012757/ERR012757_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012757/ERR012757_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA008/ERA008922/srf/3423_5_nonhuman.srf
57	ERS010214	PRJEB2136	ERP000190	SAMEA680361	ERX005207	ERR012783	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012783/ERR012783_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012783/ERR012783_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA008/ERA008922/srf/3423_3_nonhuman.srf
58	ERS010214	PRJEB2136	ERP000190	SAMEA680361	ERX005240	ERR012831	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012831/ERR012831_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012831/ERR012831_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA008/ERA008922/srf/3367_8_nonhuman.srf
59	ERS010214	PRJEB2136	ERP000190	SAMEA680361	ERX005079	ERR012804	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012804/ERR012804_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012804/ERR012804_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA008/ERA008922/srf/3367_7_nonhuman.srf
