study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	submitted_ftp
PRJEB2136	ERP000190	SAMEA679484	ERS010497	ERX004651	ERR012247	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012247/ERR012247_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012247/ERR012247_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA008/ERA008674/srf/3090_1_nonhuman.srf	
PRJEB2136	ERP000190	SAMEA679301	ERS010399	ERX004739	ERR012248	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012248/ERR012248_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012248/ERR012248_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA008/ERA008674/srf/1334_7_nonhuman.srf	
PRJEB2136	ERP000190	SAMEA679036	ERS010476	ERX004895	ERR012249	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012249/ERR012249_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012249/ERR012249_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA008/ERA008674/srf/3064_8_nonhuman.srf	
PRJEB2136	ERP000190	SAMEA678858	ERS010377	ERX004792	ERR012250	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012250/ERR012250_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012250/ERR012250_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA008/ERA008674/srf/1312_3_nonhuman.srf	
PRJEB2136	ERP000190	SAMEA679816	ERS010441	ERX004796	ERR012251	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012251/ERR012251_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012251/ERR012251_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA008/ERA008674/srf/2556_1_nonhuman.srf	
PRJEB2136	ERP000190	SAMEA680552	ERS010367	ERX004871	ERR012252	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012252/ERR012252_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012252/ERR012252_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA008/ERA008674/srf/1256_5_nonhuman.srf	
PRJEB2136	ERP000190	SAMEA679791	ERS010199	ERX004933	ERR012253	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012253/ERR012253_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012253/ERR012253_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA008/ERA008674/srf/3064_5_nonhuman.srf	
PRJEB2136	ERP000190	SAMEA680355	ERS010357	ERX004731	ERR012254	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012254/ERR012254_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012254/ERR012254_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA008/ERA008674/srf/1324_6_nonhuman.srf	
PRJEB2136	ERP000190	SAMEA680094	ERS010319	ERX004869	ERR012255	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012255/ERR012255_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012255/ERR012255_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA008/ERA008674/srf/1267_6_nonhuman.srf	
PRJEB2136	ERP000190	SAMEA680477	ERS010504	ERX004865	ERR012256	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012256/ERR012256_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012256/ERR012256_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA008/ERA008674/srf/3065_5_nonhuman.srf	
PRJEB2136	ERP000190	SAMEA680610	ERS010404	ERX004659	ERR012257	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012257/ERR012257_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012257/ERR012257_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA008/ERA008674/srf/1333_6_nonhuman.srf	
PRJEB2136	ERP000190	SAMEA679439	ERS010642	ERX004671	ERR012258	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012258/ERR012258_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012258/ERR012258_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA008/ERA008674/srf/4034_6_nonhuman.srf	
PRJEB2136	ERP000190	SAMEA680726	ERS010201	ERX004794	ERR012259	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012259/ERR012259_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012259/ERR012259_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA008/ERA008674/srf/2765_6_nonhuman.srf	
PRJEB2136	ERP000190	SAMEA680060	ERS010413	ERX004769	ERR012260	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012260/ERR012260_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012260/ERR012260_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA008/ERA008674/srf/1345_3_nonhuman.srf	
PRJEB2136	ERP000190	SAMEA680080	ERS010418	ERX004681	ERR012261	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012261/ERR012261_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012261/ERR012261_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA008/ERA008674/srf/1832_6_nonhuman.srf	
PRJEB2136	ERP000190	SAMEA679292	ERS010396	ERX004899	ERR012262	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012262/ERR012262_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012262/ERR012262_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA008/ERA008674/srf/1337_5_nonhuman.srf	
PRJEB2136	ERP000190	SAMEA680142	ERS010178	ERX004674	ERR012263	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012263/ERR012263_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012263/ERR012263_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA008/ERA008674/srf/3057_8_nonhuman.srf	
PRJEB2136	ERP000190	SAMEA679748	ERS010519	ERX004888	ERR012264	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012264/ERR012264_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012264/ERR012264_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA008/ERA008674/srf/3435_5_nonhuman.srf	
PRJEB2136	ERP000190	SAMEA680408	ERS010320	ERX004898	ERR012265	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012265/ERR012265_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012265/ERR012265_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA008/ERA008674/srf/1304_3_nonhuman.srf	
PRJEB2136	ERP000190	SAMEA680080	ERS010418	ERX004851	ERR012266	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012266/ERR012266_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012266/ERR012266_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA008/ERA008674/srf/1832_8_nonhuman.srf	
PRJEB2136	ERP000190	SAMEA680854	ERS010390	ERX004873	ERR012267	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012267/ERR012267_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012267/ERR012267_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA008/ERA008674/srf/1380_2_nonhuman.srf	
PRJEB2136	ERP000190	SAMEA679623	ERS010389	ERX004919	ERR012268	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012268/ERR012268_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012268/ERR012268_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA008/ERA008674/srf/1304_8_nonhuman.srf	
PRJEB2136	ERP000190	SAMEA679841	ERS010461	ERX004664	ERR012269	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012269/ERR012269_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012269/ERR012269_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA008/ERA008674/srf/2790_7_nonhuman.srf	
PRJEB2136	ERP000190	SAMEA680647	ERS010361	ERX004688	ERR012270	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012270/ERR012270_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012270/ERR012270_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA008/ERA008674/srf/1324_3_nonhuman.srf	
PRJEB2136	ERP000190	SAMEA680741	ERS010387	ERX004657	ERR012271	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012271/ERR012271_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012271/ERR012271_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA008/ERA008674/srf/1299_5_nonhuman.srf	
PRJEB2136	ERP000190	SAMEA680092	ERS010318	ERX004878	ERR012272	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012272/ERR012272_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012272/ERR012272_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA008/ERA008674/srf/1644_7_nonhuman.srf	
PRJEB2136	ERP000190	SAMEA679708	ERS010348	ERX004845	ERR012273	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012273/ERR012273_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012273/ERR012273_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA008/ERA008674/srf/1307_1_nonhuman.srf	
PRJEB2136	ERP000190	SAMEA680063	ERS010411	ERX004850	ERR012274	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012274/ERR012274_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012274/ERR012274_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA008/ERA008674/srf/1337_2_nonhuman.srf	
PRJEB2136	ERP000190	SAMEA680520	ERS010450	ERX004791	ERR012275	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012275/ERR012275_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012275/ERR012275_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA008/ERA008674/srf/2972_7_nonhuman.srf	
PRJEB2136	ERP000190	SAMEA680874	ERS010445	ERX004766	ERR012276	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012276/ERR012276_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012276/ERR012276_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA008/ERA008674/srf/2556_6_nonhuman.srf	
PRJEB2136	ERP000190	SAMEA680607	ERS010401	ERX004738	ERR012277	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012277/ERR012277_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012277/ERR012277_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA008/ERA008674/srf/1345_6_nonhuman.srf	
PRJEB2136	ERP000190	SAMEA680874	ERS010445	ERX004908	ERR012278	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012278/ERR012278_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012278/ERR012278_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA008/ERA008674/srf/2731_3_nonhuman.srf	
PRJEB2136	ERP000190	SAMEA680723	ERS010202	ERX004672	ERR012279	5833	Plasmodium_falciparum	Illumina_Genome_Analyzer_II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012279/ERR012279_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR012/ERR012279/ERR012279_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA008/ERA008674/srf/3057_5_nonhuman.srf	
